date,seq,day_label,order,exercise_id,sets,reps,rest_sec,promotion_criteria,note
2026-08-08,41,Day 6 - Full/Skill,2,kb_swing_16,3,14,45,,"W6: 강화 — 볼륨↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg, 코어 더 강하게."
2026-08-08,41,Day 6 - Full/Skill,3,goblet_squat_12,3,10,60,,"W6: 강화 — 볼륨↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 케틀벨 가슴에 붙이고 깊이 앉기, 가슴 들기."
2026-08-08,41,Day 6 - Full/Skill,4,pushup_standard,3,10,45,,"W6: 강화 — 볼륨↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-08,41,Day 6 - Full/Skill,5,inverted_row,3,10,45,,"W6: 강화 — 볼륨↑ | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-09,42,REST (Sun),,,,,,,W6: 강화 — 볼륨↑ | 완전 휴식일. 다음 주 충전.
2026-08-10,43,Day 1 - Push A,1,pushup_standard,3,12,45,,"W7: 블록2 피크 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-10,43,Day 1 - Push A,2,plank_standard,3,40초,30,,"W7: 블록2 피크 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 배꼽을 척추로, 정상 호흡."
2026-08-10,43,Day 1 - Push A,3,dead_bug_alt,3,14,30,,"W7: 블록2 피크 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 임프린트 유지, 교차 리듬."
2026-08-10,43,Day 1 - Push A,4,kb_swing_12,8,20초,10,,"타바타 피니셔 — 폭발적 힙힌지, 폼 무너지면 세트 줄이기 (RPE 7~8)"
2026-08-11,44,Day 2 - Pull A,1,scap_pull,3,10,45,,W7: 블록2 피크 | 20분. 당기기+스윙. 적당 강도. | 팔 펴고 견갑골만 아래로.
2026-08-11,44,Day 2 - Pull A,2,inverted_row,3,12,45,,"W7: 블록2 피크 | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-11,44,Day 2 - Pull A,3,kb_swing_16,3,15,45,,"W7: 블록2 피크 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-08-12,45,Day 3 - Legs,1,goblet_squat_12,3,12,60,,"W7: 블록2 피크 | 20분. 하체. 적당 강도. | 케틀벨 가슴에 붙이고 깊이 앉기, 가슴 들기."
2026-08-12,45,Day 3 - Legs,2,kb_deadlift_12,3,14,45,,"W7: 블록2 피크 | 20분. 하체. 적당 강도. | 힙힌지: 엉덩이 뒤로, 등 중립."
2026-08-12,45,Day 3 - Legs,3,calf_raise,3,26,30,,"W7: 블록2 피크 | 20분. 하체. 적당 강도. | 정점 2초, 3초 하강."
2026-08-13,46,Day 4 - Push B,1,kb_clean_press_12,3,8,60,,W7: 블록2 피크 | 20분. 밀기+코어. 적당 강도. | 클린은 힙으로 띄우고 프레스 곧게. 좌우 각.
2026-08-13,46,Day 4 - Push B,2,glute_bridge_single,3,12,30,,"W7: 블록2 피크 | 20분. 밀기+코어. 적당 강도. | 골반 수평, 둔근 최대 수축. 좌우 균형."
2026-08-13,46,Day 4 - Push B,3,lying_leg_raise,3,14,30,,"W7: 블록2 피크 | 20분. 밀기+코어. 적당 강도. | 다리 곧게, 허리 밀착, 3초 하강."
2026-08-14,47,Day 5 - Pull B,1,dead_hang,3,35초,45,,"W7: 블록2 피크 | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-08-14,47,Day 5 - Pull B,2,inverted_row,3,12,45,,"W7: 블록2 피크 | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-14,47,Day 5 - Pull B,3,kb_swing_16,3,15,45,,"W7: 블록2 피크 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-08-14,47,Day 5 - Pull B,4,slide_mountain_climber,4,30초,30,,"피니셔 — 무충격 유산소, 코어 긴장 유지"
2026-08-14,47,Day 5 - Pull B,5,slide_skater,4,30초,30,,피니셔 — 매트 슬라이드로만(점프 X)
2026-08-15,48,Day 6 - Full/Skill,1,getup_half_12,3,5,60,,"W7: 블록2 피크 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 시선은 케틀벨 고정, 팔꿈치 잠금. 좌우 각."
2026-08-15,48,Day 6 - Full/Skill,2,kb_swing_16,3,15,45,,"W7: 블록2 피크 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg, 코어 더 강하게."
2026-08-15,48,Day 6 - Full/Skill,3,goblet_squat_12,3,12,60,,"W7: 블록2 피크 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 케틀벨 가슴에 붙이고 깊이 앉기, 가슴 들기."
2026-08-15,48,Day 6 - Full/Skill,4,pushup_standard,3,12,45,,"W7: 블록2 피크 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-15,48,Day 6 - Full/Skill,5,inverted_row,3,12,45,,"W7: 블록2 피크 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-16,49,REST (Sun),,,,,,,W7: 블록2 피크 | 완전 휴식일. 다음 주 충전.
2026-08-17,50,Day 1 - Push A,1,pushup_standard,2,8,45,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-17,50,Day 1 - Push A,2,plank_standard,2,30초,30,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 배꼽을 척추로, 정상 호흡."
2026-08-17,50,Day 1 - Push A,3,dead_bug_alt,2,10,30,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 임프린트 유지, 교차 리듬."
2026-08-17,50,Day 1 - Push A,4,kb_swing_12,8,20초,10,,"타바타 피니셔 — 폭발적 힙힌지, 폼 무너지면 세트 줄이기 (RPE 7~8)"
2026-08-18,51,Day 2 - Pull A,1,scap_pull,2,8,45,,W8: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 팔 펴고 견갑골만 아래로.
2026-08-18,51,Day 2 - Pull A,2,inverted_row,2,8,45,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-18,51,Day 2 - Pull A,3,kb_swing_16,2,10,45,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-08-19,52,REST (Wed),,,,,,,W8: 디로드 — 회복(수/일 휴식) | 디로드 추가 휴식일. 회복 우선.
2026-08-20,53,Day 4 - Push B,1,kb_clean_press_12,2,5,60,,W8: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도. | 클린은 힙으로 띄우고 프레스 곧게. 좌우 각.
2026-08-20,53,Day 4 - Push B,2,glute_bridge_single,2,10,30,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도. | 골반 수평, 둔근 최대 수축. 좌우 균형."
2026-08-20,53,Day 4 - Push B,3,lying_leg_raise,2,10,30,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 밀기+코어. 적당 강도. | 다리 곧게, 허리 밀착, 3초 하강."
2026-08-21,54,Day 5 - Pull B,1,dead_hang,2,25초,45,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-08-21,54,Day 5 - Pull B,2,inverted_row,2,8,45,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-21,54,Day 5 - Pull B,3,kb_swing_16,2,10,45,,"W8: 디로드 — 회복(수/일 휴식) | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-08-21,54,Day 5 - Pull B,4,slide_mountain_climber,4,30초,30,,"피니셔 — 무충격 유산소, 코어 긴장 유지"
2026-08-21,54,Day 5 - Pull B,5,slide_skater,4,30초,30,,피니셔 — 매트 슬라이드로만(점프 X)
2026-08-22,55,Day 6 - Full/Skill,1,getup_half_12,2,3,60,,"W8: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 시선은 케틀벨 고정, 팔꿈치 잠금. 좌우 각."
2026-08-22,55,Day 6 - Full/Skill,2,kb_swing_16,2,12,45,,"W8: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg, 코어 더 강하게."
2026-08-22,55,Day 6 - Full/Skill,3,goblet_squat_12,2,8,60,,"W8: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 케틀벨 가슴에 붙이고 깊이 앉기, 가슴 들기."
2026-08-22,55,Day 6 - Full/Skill,4,pushup_standard,2,8,45,,"W8: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-22,55,Day 6 - Full/Skill,5,inverted_row,2,8,45,,"W8: 디로드 — 회복(수/일 휴식) | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 견갑골 후인 먼저, 가슴을 바로. 몸 각도로 난이도 조절."
2026-08-23,56,REST (Sun),,,,,,,W8: 디로드 — 회복(수/일 휴식) | 완전 휴식일. 다음 주 충전.
2026-08-24,57,Day 1 - Push A,1,pushup_standard,3,12,45,3x20 -> diamond/decline,"W9: 블록3 — 중급 진입 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-24,57,Day 1 - Push A,2,plank_side,3,20초,30,좌우 3x30초,"W9: 블록3 — 중급 진입 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 골반 들고 일직선, 좌우 균형."
2026-08-24,57,Day 1 - Push A,3,lying_leg_raise,3,12,30,3x15 -> 행잉,"W9: 블록3 — 중급 진입 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 다리 곧게, 허리 밀착, 3초 하강."
2026-08-24,57,Day 1 - Push A,4,kb_swing_12,8,20초,10,,"타바타 피니셔 — 폭발적 힙힌지, 폼 무너지면 세트 줄이기 (RPE 7~8)"
2026-08-25,58,Day 2 - Pull A,1,pullup_negative,3,3,75,3x5 -> 밴드보조 턱걸이,"W9: 블록3 — 중급 진입 | 20분. 당기기+스윙. 적당 강도. | 5초에 걸쳐 천천히 하강, 등으로 제어."
2026-08-25,58,Day 2 - Pull A,2,inverted_row_elevated,3,8,45,3x12 -> 네거티브 볼륨↑,"W9: 블록3 — 중급 진입 | 20분. 당기기+스윙. 적당 강도. | 발 올려 부하↑, 견갑골 후인."
2026-08-25,58,Day 2 - Pull A,3,kb_swing_16,3,15,45,3x20 -> 원핸드,"W9: 블록3 — 중급 진입 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-08-25,58,Day 2 - Pull A,4,burpee_nojump,5,30초,30,,"피니셔(월3~) — 무점프 스텝백, 발 충격 주의"
2026-08-25,58,Day 2 - Pull A,5,slide_skater,4,30초,30,,피니셔(월3~) — 측면 슬라이드
2026-08-26,59,Day 3 - Legs,1,goblet_squat_16,3,8,60,3x15 -> 불가리안,"W9: 블록3 — 중급 진입 | 20분. 하체. 적당 강도. | 16kg 깊이 유지, 발뒤꿈치로 밀기."
2026-08-26,59,Day 3 - Legs,2,kb_deadlift_12,3,12,45,,"W9: 블록3 — 중급 진입 | 20분. 하체. 적당 강도. | 힙힌지: 엉덩이 뒤로, 등 중립."
2026-08-26,59,Day 3 - Legs,3,calf_raise,3,25,30,,"W9: 블록3 — 중급 진입 | 20분. 하체. 적당 강도. | 정점 2초, 3초 하강."
2026-08-27,60,Day 4 - Push B,1,kb_clean_press_16,3,5,60,좌우 3x8 -> 가중/핸드스탠드 준비,"W9: 블록3 — 중급 진입 | 20분. 밀기+코어. 적당 강도. | 16kg, 허리 과신전 금지. 좌우 각."
2026-08-27,60,Day 4 - Push B,2,glute_bridge_single,3,12,30,,"W9: 블록3 — 중급 진입 | 20분. 밀기+코어. 적당 강도. | 골반 수평, 둔근 최대 수축. 좌우 균형."
2026-08-27,60,Day 4 - Push B,3,dead_bug_alt,3,12,30,,"W9: 블록3 — 중급 진입 | 20분. 밀기+코어. 적당 강도. | 임프린트 유지, 교차 리듬."
2026-08-28,61,Day 5 - Pull B,1,inverted_row_elevated,3,8,45,,"W9: 블록3 — 중급 진입 | 20분. 당기기+스윙. 적당 강도. | 발 올려 부하↑, 견갑골 후인."
2026-08-28,61,Day 5 - Pull B,2,dead_hang,3,35초,45,,"W9: 블록3 — 중급 진입 | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-08-28,61,Day 5 - Pull B,3,kb_swing_16,3,15,45,,"W9: 블록3 — 중급 진입 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-08-28,61,Day 5 - Pull B,4,slide_mountain_climber,4,30초,30,,"피니셔 — 무충격 유산소, 코어 긴장 유지"
2026-08-28,61,Day 5 - Pull B,5,slide_skater,4,30초,30,,피니셔 — 매트 슬라이드로만(점프 X)
2026-08-29,62,Day 6 - Full/Skill,1,getup_full_12,3,3,60,좌우 3x5 -> getup 16kg / L2 졸업,"W9: 블록3 — 중급 진입 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 완전히 일어서기까지 구간별 제어. 좌우 각."
2026-08-29,62,Day 6 - Full/Skill,2,kb_swing_16,3,15,45,,"W9: 블록3 — 중급 진입 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg, 코어 더 강하게."
2026-08-29,62,Day 6 - Full/Skill,3,goblet_squat_16,3,8,60,,"W9: 블록3 — 중급 진입 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg 깊이 유지, 발뒤꿈치로 밀기."
2026-08-29,62,Day 6 - Full/Skill,4,pushup_standard,3,12,45,,"W9: 블록3 — 중급 진입 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-29,62,Day 6 - Full/Skill,5,inverted_row_elevated,3,8,45,,"W9: 블록3 — 중급 진입 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 발 올려 부하↑, 견갑골 후인."
2026-08-30,63,REST (Sun),,,,,,,W9: 블록3 — 중급 진입 | 완전 휴식일. 다음 주 충전.
2026-08-31,64,Day 1 - Push A,1,pushup_standard,3,14,45,,"W10: 진급 — 16kg/풀 겟업 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-08-31,64,Day 1 - Push A,2,plank_side,3,25초,30,,"W10: 진급 — 16kg/풀 겟업 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 골반 들고 일직선, 좌우 균형."
2026-08-31,64,Day 1 - Push A,3,lying_leg_raise,3,14,30,,"W10: 진급 — 16kg/풀 겟업 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 다리 곧게, 허리 밀착, 3초 하강."
2026-08-31,64,Day 1 - Push A,4,kb_swing_12,8,20초,10,,"타바타 피니셔 — 폭발적 힙힌지, 폼 무너지면 세트 줄이기 (RPE 7~8)"
2026-09-01,65,Day 2 - Pull A,1,band_assisted_pullup,3,5,75,3x6 안정 -> 친업 시도,"W10: 진급 — 16kg/풀 겟업 | 20분. 당기기+스윙. 적당 강도. | 첫 컨센트릭 당김 — 밴드 반동 없이 턱이 바 위로, 천천히 내려오기."
2026-09-01,65,Day 2 - Pull A,2,inverted_row_elevated,3,10,45,,"W10: 진급 — 16kg/풀 겟업 | 20분. 당기기+스윙. 적당 강도. | 발 올려 부하↑, 견갑골 후인."
2026-09-01,65,Day 2 - Pull A,3,kb_swing_16,3,17,45,,"W10: 진급 — 16kg/풀 겟업 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-09-01,65,Day 2 - Pull A,4,burpee_nojump,5,30초,30,,"피니셔(월3~) — 무점프 스텝백, 발 충격 주의"
2026-09-01,65,Day 2 - Pull A,5,slide_skater,4,30초,30,,피니셔(월3~) — 측면 슬라이드
2026-09-02,66,Day 3 - Legs,1,goblet_squat_16,3,10,60,,"W10: 진급 — 16kg/풀 겟업 | 20분. 하체. 적당 강도. | 16kg 깊이 유지, 발뒤꿈치로 밀기."
2026-09-02,66,Day 3 - Legs,2,kb_deadlift_12,3,14,45,,"W10: 진급 — 16kg/풀 겟업 | 20분. 하체. 적당 강도. | 힙힌지: 엉덩이 뒤로, 등 중립."
2026-09-02,66,Day 3 - Legs,3,calf_raise,3,27,30,,"W10: 진급 — 16kg/풀 겟업 | 20분. 하체. 적당 강도. | 정점 2초, 3초 하강."
2026-09-03,67,Day 4 - Push B,1,kb_clean_press_16,3,6,60,,"W10: 진급 — 16kg/풀 겟업 | 20분. 밀기+코어. 적당 강도. | 16kg, 허리 과신전 금지. 좌우 각."
2026-09-03,67,Day 4 - Push B,2,glute_bridge_single,3,13,30,,"W10: 진급 — 16kg/풀 겟업 | 20분. 밀기+코어. 적당 강도. | 골반 수평, 둔근 최대 수축. 좌우 균형."
2026-09-03,67,Day 4 - Push B,3,dead_bug_alt,3,14,30,,"W10: 진급 — 16kg/풀 겟업 | 20분. 밀기+코어. 적당 강도. | 임프린트 유지, 교차 리듬."
2026-09-04,68,Day 5 - Pull B,1,inverted_row_elevated,3,10,45,,"W10: 진급 — 16kg/풀 겟업 | 20분. 당기기+스윙. 적당 강도. | 발 올려 부하↑, 견갑골 후인."
2026-09-04,68,Day 5 - Pull B,2,dead_hang,3,40초,45,,"W10: 진급 — 16kg/풀 겟업 | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-09-04,68,Day 5 - Pull B,3,kb_swing_16,3,17,45,,"W10: 진급 — 16kg/풀 겟업 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-09-04,68,Day 5 - Pull B,4,slide_mountain_climber,4,30초,30,,"피니셔 — 무충격 유산소, 코어 긴장 유지"
2026-09-04,68,Day 5 - Pull B,5,slide_skater,4,30초,30,,피니셔 — 매트 슬라이드로만(점프 X)
2026-09-05,69,Day 6 - Full/Skill,1,getup_full_12,3,4,60,,"W10: 진급 — 16kg/풀 겟업 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 완전히 일어서기까지 구간별 제어. 좌우 각."
2026-09-05,69,Day 6 - Full/Skill,2,kb_swing_16,3,17,45,,"W10: 진급 — 16kg/풀 겟업 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg, 코어 더 강하게."
2026-09-05,69,Day 6 - Full/Skill,3,goblet_squat_16,3,10,60,,"W10: 진급 — 16kg/풀 겟업 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg 깊이 유지, 발뒤꿈치로 밀기."
2026-09-05,69,Day 6 - Full/Skill,4,pushup_standard,3,14,45,,"W10: 진급 — 16kg/풀 겟업 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-09-05,69,Day 6 - Full/Skill,5,inverted_row_elevated,3,10,45,,"W10: 진급 — 16kg/풀 겟업 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 발 올려 부하↑, 견갑골 후인."
2026-09-06,70,REST (Sun),,,,,,,W10: 진급 — 16kg/풀 겟업 | 완전 휴식일. 다음 주 충전.
2026-09-07,71,Day 1 - Push A,1,pushup_standard,3,16,45,,"W11: 3개월 정점 — 한 단계 더 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-09-07,71,Day 1 - Push A,2,plank_side,3,30초,30,,"W11: 3개월 정점 — 한 단계 더 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 골반 들고 일직선, 좌우 균형."
2026-09-07,71,Day 1 - Push A,3,lying_leg_raise,3,16,30,,"W11: 3개월 정점 — 한 단계 더 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 다리 곧게, 허리 밀착, 3초 하강."
2026-09-07,71,Day 1 - Push A,4,kb_swing_12,8,20초,10,,"타바타 피니셔 — 폭발적 힙힌지, 폼 무너지면 세트 줄이기 (RPE 7~8)"
2026-09-08,72,Day 2 - Pull A,1,band_assisted_pullup,3,6,75,밴드 점차 약하게 -> 친업,W11: 3개월 정점 — 한 단계 더 | 20분. 당기기+스윙. 적당 강도. | 밴드 저항 점차 줄이기. 마지막 세트 친업(언더그립) 1개 시도해보기.
2026-09-08,72,Day 2 - Pull A,2,inverted_row_elevated,3,12,45,,"W11: 3개월 정점 — 한 단계 더 | 20분. 당기기+스윙. 적당 강도. | 발 올려 부하↑, 견갑골 후인."
2026-09-08,72,Day 2 - Pull A,3,kb_swing_16,3,20,45,,"W11: 3개월 정점 — 한 단계 더 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-09-08,72,Day 2 - Pull A,4,burpee_nojump,5,30초,30,,"피니셔(월3~) — 무점프 스텝백, 발 충격 주의"
2026-09-08,72,Day 2 - Pull A,5,slide_skater,4,30초,30,,피니셔(월3~) — 측면 슬라이드
2026-09-09,73,Day 3 - Legs,1,goblet_squat_16,3,12,60,,"W11: 3개월 정점 — 한 단계 더 | 20분. 하체. 적당 강도. | 16kg 깊이 유지, 발뒤꿈치로 밀기."
2026-09-09,73,Day 3 - Legs,2,kb_deadlift_12,3,15,45,,"W11: 3개월 정점 — 한 단계 더 | 20분. 하체. 적당 강도. | 힙힌지: 엉덩이 뒤로, 등 중립."
2026-09-09,73,Day 3 - Legs,3,calf_raise,3,30,30,,"W11: 3개월 정점 — 한 단계 더 | 20분. 하체. 적당 강도. | 정점 2초, 3초 하강."
2026-09-10,74,Day 4 - Push B,1,kb_clean_press_16,3,8,60,,"W11: 3개월 정점 — 한 단계 더 | 20분. 밀기+코어. 적당 강도. | 16kg, 허리 과신전 금지. 좌우 각."
2026-09-10,74,Day 4 - Push B,2,glute_bridge_single,3,15,30,,"W11: 3개월 정점 — 한 단계 더 | 20분. 밀기+코어. 적당 강도. | 골반 수평, 둔근 최대 수축. 좌우 균형."
2026-09-10,74,Day 4 - Push B,3,dead_bug_alt,3,16,30,,"W11: 3개월 정점 — 한 단계 더 | 20분. 밀기+코어. 적당 강도. | 임프린트 유지, 교차 리듬."
2026-09-11,75,Day 5 - Pull B,1,inverted_row_elevated,3,12,45,,"W11: 3개월 정점 — 한 단계 더 | 20분. 당기기+스윙. 적당 강도. | 발 올려 부하↑, 견갑골 후인."
2026-09-11,75,Day 5 - Pull B,2,dead_hang,3,45초,45,,"W11: 3개월 정점 — 한 단계 더 | 20분. 당기기+스윙. 적당 강도. | 견갑골 하방, 어깨 으쓱 금지."
2026-09-11,75,Day 5 - Pull B,3,kb_swing_16,3,20,45,,"W11: 3개월 정점 — 한 단계 더 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-09-11,75,Day 5 - Pull B,4,slide_mountain_climber,4,30초,30,,"피니셔 — 무충격 유산소, 코어 긴장 유지"
2026-09-11,75,Day 5 - Pull B,5,slide_skater,4,30초,30,,피니셔 — 매트 슬라이드로만(점프 X)
2026-09-12,76,Day 6 - Full/Skill,1,getup_full_12,3,5,60,,"W11: 3개월 정점 — 한 단계 더 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 완전히 일어서기까지 구간별 제어. 좌우 각."
2026-09-12,76,Day 6 - Full/Skill,2,kb_swing_16,3,20,45,,"W11: 3개월 정점 — 한 단계 더 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg, 코어 더 강하게."
2026-09-12,76,Day 6 - Full/Skill,3,goblet_squat_16,3,12,60,,"W11: 3개월 정점 — 한 단계 더 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 16kg 깊이 유지, 발뒤꿈치로 밀기."
2026-09-12,76,Day 6 - Full/Skill,4,pushup_standard,3,16,45,,"W11: 3개월 정점 — 한 단계 더 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-09-12,76,Day 6 - Full/Skill,5,inverted_row_elevated,3,12,45,,"W11: 3개월 정점 — 한 단계 더 | 40분. 전신+스킬. 약간 길게, 그래도 여유 있게. | 발 올려 부하↑, 견갑골 후인."
2026-09-13,77,REST (Sun),,,,,,,W11: 3개월 정점 — 한 단계 더 | 완전 휴식일. 다음 주 충전.
2026-09-14,78,Day 1 - Push A,1,pushup_standard,2,12,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 풀ROM, 템포 제어. 실패 직전까지 가지 말기."
2026-09-14,78,Day 1 - Push A,2,plank_side,2,20초,30,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 골반 들고 일직선, 좌우 균형."
2026-09-14,78,Day 1 - Push A,3,lying_leg_raise,2,12,30,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 밀기+코어. 적당 강도(여유 2-3회 남기기). | 다리 곧게, 허리 밀착, 3초 하강."
2026-09-14,78,Day 1 - Push A,4,kb_swing_12,8,20초,10,,"타바타 피니셔 — 폭발적 힙힌지, 폼 무너지면 세트 줄이기 (RPE 7~8)"
2026-09-15,79,Day 2 - Pull A,1,band_assisted_pullup,2,5,75,친업 1개 = L2 졸업,W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 당기기+스윙. 적당 강도. | 가볍게. 컨디션 좋으면 친업(언더그립) 1개 도전 — 성공 시 L2 졸업 기준 달성.
2026-09-15,79,Day 2 - Pull A,2,inverted_row_elevated,2,8,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 당기기+스윙. 적당 강도. | 발 올려 부하↑, 견갑골 후인."
2026-09-15,79,Day 2 - Pull A,3,kb_swing_16,2,15,45,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 당기기+스윙. 적당 강도. | 16kg, 코어 더 강하게."
2026-09-15,79,Day 2 - Pull A,4,burpee_nojump,5,30초,30,,"피니셔(월3~) — 무점프 스텝백, 발 충격 주의"
2026-09-15,79,Day 2 - Pull A,5,slide_skater,4,30초,30,,피니셔(월3~) — 측면 슬라이드
2026-09-16,80,REST (Wed),,,,,,,W12: 최종 디로드 — Level 2 졸업 준비 | 디로드 추가 휴식일. 회복 우선.
2026-09-17,81,Day 4 - Push B,1,kb_clean_press_16,2,5,60,,"W12: 최종 디로드 — Level 2 졸업 준비 | 20분. 밀기+코어. 적당 강도. | 16kg, 허리 과신전 금지. 좌우 각."
