id,name,category,equipment,level,muscles_primary,muscles_secondary,form_guide,common_mistakes,safety_notes,progression_from,progression_to,video_url
muscleup_negative,머슬업 네거티브,pull,치닝디핑,4,"광배근, 삼두근","대흉근, 코어","점프/의자로 딥스 포지션까지 올라간 후
천천히 턱걸이 하강(전환 구간 5초)
풀업→딥 전환 구간이 핵심 — 여기서 제어
3-5회 x 3세트","전환 구간 제어 불능(free fall) → 속도 줄이기
어깨 불안정 → 와이드 풀업 3x8 선행
반동으로 올라감 → 정적 시작","어깨/팔꿈치 부상 위험 높음 — 워밍업 필수
컨디션 안 좋은 날 스킵 가능",pullup_wide,muscleup,
l_sit_hold,L-sit 홀드,core,치닝디핑,4,"복직근, 장요근","삼두근(지지), 대퇴사두근(등척)","딥스 바 위에서 팔 펴고 몸 지지
다리를 수평(L자)으로 들어올려 유지
견갑골 하방, 가슴 들기
10-20초 목표, 무릎 구부린 터크부터 시작","어깨 으쓱 → 견갑골 눌러내리기
다리 처짐 → 무릎 구부린 터크로 시작
호흡 멈춤 → 짧은 호흡 유지","손목 부담 큼 — 워밍업 필수
균형 불안 시 한 다리씩 올리기",hanging_knee_raise,,
pistol_squat_assisted,보조 피스톨 스쿼트,legs,치닝디핑,4,"대퇴사두근(편측), 둔근","코어, 고관절 굴곡근","한 다리로 스쿼트, 반대 다리 앞으로 뻗기
균형을 위해 딥스 바 또는 밴드 잡기
최대 깊이까지 내려갔다 올라오기
좌우 각 3-5회부터 시작","무릎 안쪽 모임 → 무릎 발끝 방향 강제
뻗은 다리 바닥 닿음 → 들어올린 상태 유지
상체 과도한 전경 → 직립 유지","무릎/발목 통증 시 불가리안으로 복귀
충분한 단측 근력(불가리안 3x12) 후 시작",squat_bulgarian,pistol_squat,
nordic_curl_neg,노르딕 컬 네거티브,legs,치닝디핑,4,햄스트링(에센트릭),"둔근, 비복근","발을 딥스 바 아래에 고정, 무릎 꿇은 자세
몸을 천천히 앞으로 내리기(5-10초 에센트릭)
손으로 바닥 짚어 멈춘 후 팔로 밀어 원위치
3-5회 x 3세트, 에센트릭 근비대","너무 빨리 내려감(제어 불능) → 속도 제어가 핵심
골반 꺾임(hip hinge) → 무릎-어깨 일직선 유지
에센트릭만 → 올라올 때 팔 보조 OK","햄스트링 파열 위험 — 충분한 워밍업
무릎 아래 패드/매트 필수",,,
kb_swing_16_continuous,케틀벨 스윙 연속 10분,swing,케틀벨16,4,"둔근, 햄스트링","코어, 심폐지구력","16kg 원핸드 스윙을 연속 10분 수행 목표
좌우 교대하며 매 30초마다 손 바꾸기
페이스 조절이 핵심 — 처음 2분은 천천히
호흡: 스윙 정점에서 ""쉿"" 소리내며 호기","처음부터 전력 → 지구력 세션이므로 70% 강도로 시작
피로 시 폼 무너짐 → 폼 무너지면 멈추기
호흡 멈춤 → 리듬있는 호흡이 핵심","원핸드 EMOM 8분 안정 후에 연속 10분 시도
심박수 모니터링 권장",kb_swing_16_onhand,kb_swing_heavy,
pushup_one_arm_prep,원암 푸쉬업 준비,push,맨몸,5,"대흉근(편측), 삼두근","전면삼각근, 코어(안티로테이션)","한 팔로 푸쉬업 — 발 넓게 벌려 안정성 확보
코어 안티로테이션이 핵심 — 몸 틀어짐 방지
가동범위 50%부터 시작, 점진적 확대
좌우 각 1-3회부터 시작, 질 > 양","몸 틀어짐(rotation) → 발 간격 넓히기
어깨 과부하 → 가동범위 줄이기
호흡 멈춤 → 제어된 호흡","아처 푸쉬업 3x8 안정 후에만 시도
어깨/손목 부상 위험 높음",pushup_archer,,
dip_weighted_heavy,헤비 가중 딥스,push,"치닝디핑, 케틀벨16",5,"삼두근, 하부 대흉근",전면삼각근,"16kg 케틀벨 사용, 딥벨트 또는 발 사이 고정
폼 완벽 유지가 전제 — 5-8회 고강도
90도까지만, 에센트릭 3초
주 1-2회만 수행(관절 부담)","무게에 압도되어 폼 무너짐 → 12kg로 복귀
과도한 빈도 → 주 1-2회 제한
워밍업 부족 → 맨몸 딥스로 워밍업","어깨 관절 부담 매우 큼
아래 매트 필수, 파트너 있으면 최선",dip_weighted_light,,
handstand_pushup,핸드스탠드 푸쉬업,push,벽,5,"전면삼각근, 삼두근","상부승모근, 코어","벽 물구나무 자세에서 팔 구부려 머리를 바닥으로 내리기
머리가 바닥에 닿으면 폭발적으로 밀어올리기
코어 긴장, 몸 일직선, 견갑골 상방회전
1-3회부터 시작, 최종 목표 3x5","허리 과신전(바나나) → 복근 조이기
가동범위 부족 → 패드로 ROM 줄이기
밸런스 불안 → 벽에서 밀어지지 않게","벽 물구나무 홀드 60초 안정 후에만 시도
경추 부상 위험 — 머리 위치 주의",handstand_wall_hold,,
planche_lean,플란쉬 린,push,푸쉬업바,5,"전면삼각근, 대흉근","전거근, 이두근(등척)","푸쉬업 자세에서 어깨를 손 앞쪽으로 이동
팔 완전 신전 상태, 몸 앞으로 기울기
어깨에 체중 부하 극대화
10-20초 유지, 플란쉬 전단계","팔 구부림 → 팔 완전 신전 유지
기울기 부족 → 더 앞으로
허리 처짐 → 코어 긴장","손목 부담 매우 큼 — 워밍업 필수
이두건 부상 위험 — 점진적 진행",,,
muscleup,머슬업,pull,치닝디핑,5,"광배근, 삼두근, 대흉근","코어, 전완근","턱걸이에서 전환하여 딥스 포지션까지 한 동작으로
폭발적 풀업 → 전환 → 딥스 탑
전환 구간이 핵심 — 가슴을 바 위로
1-3회씩, 완벽한 폼으로","과도한 반동(kipping) → 정적 시작
전환 구간 제어 불능 → 네거티브로 연습
어깨 불안정 → 풀업 3x10 + 딥스 3x15 선행","부상 위험 높은 고급 동작
충분한 기초 근력 + 워밍업 필수",muscleup_negative,,
pullup_l_sit,L-sit 풀업,pull,치닝디핑,5,"광배근, 복직근","이두근, 장요근","다리를 L자로 들어올린 상태에서 턱걸이
코어+풀업 동시 수행 — 복합 자극
3-5회, 다리 수평 유지가 핵심
다리 처지면 턱걸이+L-sit 따로 연습","다리 처짐 → 무릎 구부린 L-sit으로 시작
반동 → 정적 시작
코어 힘 빠짐 → L-sit 홀드 따로 강화","고강도 복합 동작 — 워밍업 필수
코어 피로 시 낙하 주의",pullup_standard,,
front_lever_adv,프론트 레버 (확장),pull,치닝디핑,5,"광배근, 복직근","코어, 후면삼각근","터크에서 한 다리 뻗기 → 완전 신전 목표
몸 수평 유지, 팔 완전 신전
5-15초 유지, 광배근+코어 극한
점진적 진행: 터크 → 한다리 → 풀","골반 처짐 → 코어 수축 극대
팔 구부림 → 신전 유지
호흡 멈춤 → 짧은 호흡","어깨 충돌 시 중단
터크 3x15초 안정 후 확장",front_lever_tuck,,
back_lever_tuck,터크 백레버,pull,치닝디핑,5,"광배근, 후면삼각근","이두근, 코어","바에 매달려 무릎 당긴 후 몸을 뒤로 넘겨 수평
팔 완전 신전, 어깨 과신전 자세
5-15초 유지 목표
어깨 유연성 + 근력 동시 필요","어깨 과부하 → 점진적 접근, 어깨 유연성 먼저
터크 풀림 → 단단히 무릎 당기기
호흡 멈춤 → 짧은 호흡 유지","어깨 충돌/통증 시 즉시 중단
충분한 어깨 가동성 확보 후 시작",,,
pistol_squat,피스톨 스쿼트,legs,맨몸,5,"대퇴사두근, 둔근(편측)","코어, 고관절 굴곡근","한 다리로 완전한 스쿼트 — 보조 없이
반대 다리 앞으로 완전 신전
최대 깊이에서 폭발적 올라오기
좌우 각 3-5회, 밸런스 + 근력 종합","발뒤꿈치 들림 → 발목 가동성 워밍업
무릎 안쪽 모임 → 무릎 바깥으로
뒤로 넘어짐 → 카운터밸런스(팔 앞으로)","보조 피스톨 3x5 안정 후 시도
무릎/발목 통증 시 즉시 중단",pistol_squat_assisted,,
kb_swing_heavy,헤비 케틀벨 스윙/스내치,swing,케틀벨16,5,"둔근, 햄스트링, 전신","코어, 어깨, 심폐지구력","16kg 스내치 또는 32kg(향후) 스윙 20분 세션
스내치: 스윙 정점에서 오버헤드까지 한 동작으로
15분 연속 → 20분 목표, 지구력+폭발력 극한
좌우 교대, 호흡 리듬 유지","스내치 시 손목 꺾임 → 케틀벨 궤적 연습
피로 시 폼 붕괴 → 즉시 중단
오버트레이닝 → 주 2회 제한","16kg 연속 15분 안정 후에만 시도
스내치는 별도 기술 학습 필요",kb_swing_16_continuous,,
